,high_nocturnal_PC1,low_nocturnal_PC1
tdry,25.556168717047452,1.1125316366985378
rh,39.146762741862915,88.39736712598425
pres,987.7870123022847,999.7412542182227
wspd,2.54925834799297,1.1069530371316085
theta,299.7587973405976,274.2827420359955
specific_humidity,0.007905215916007029,0.0036834497945233404
stability_proxy,12.685356235390545,-12.790699069211495
