,high_PC1,low_PC1
tdry,28.20063157879426,1.2996574162755983
rh,32.22053779919617,88.38248421052631
pres,988.2395444995216,999.9105799043061
wspd,2.5588880382369377,1.1029550239272727
theta,302.3728735927273,274.4567687755024
specific_humidity,0.007605009878736842,0.003739543944528229
